COMPOUND_ID,SMILES,pIC50,source,MW,LogP,HBD,HBA,TPSA,RotBonds
MMV006706,Cc1cc(N2CCN(C3CCCC3)CC2)n2c(nc3ccccc32)c1C#N,6.17,MMV,359.21,3.73,0,5,47.57,2
MMV009108,CCN(CC)S(=O)(=O)c1ccc(-c2csc(Nc3ccc(C)c(C)c3)n2)cc1,6.19,MMV,415.14,5.2,1,5,62.3,7
MMV020700,CC(=O)Nc1nnc(SCc2c(C)cc(C(C)(C)C)cc2C)s1,6.06,MMV,349.13,4.7,1,5,54.88,4
MMV007906,CCCCOc1ccc(C(=O)Nc2cc(C)on2)cc1,,MMV,274.13,3.41,1,4,64.36,6
MMV008270,Oc1c2c(nc3cc(-c4ccccc4)nn13)CCCC2,,MMV,265.12,2.98,1,4,50.42,1
MMV019127,CCN(Cc1ccccc1)C1CCN(Cc2cc(Br)ccc2O)CC1,6.2,MMV,402.13,4.64,1,3,26.71,6
MMV396794,CC(C)(C)CC(C)(C)NCC(O)COc1ccc(Cl)cc1Cl,5.94,MMV,347.14,4.54,2,3,41.49,7
MMV396736,OC(CNCC1CCCO1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,5.97,MMV,392.11,4.23,2,4,46.42,6
MMV306025,CCn1nc(-c2ccc(C(=O)OC)cc2)nc2c(=O)n(C)c(=O)nc1-2,6.16,MMV,341.11,0.31,0,9,108.97,3
MMV056726,COc1cc(SC)ccc1C(=O)N1CCCC(C)C1,5.4,MMV,279.13,3.29,0,3,29.54,3
MMV274073,COc1ccc2nc(C)cc(Nc3ccccc3O)c2c1,6.16,MMV,280.12,4.0,2,4,54.38,3
MMV018984,Cc1cc(NC(=O)c2ccc(-c3ccccc3)cc2)no1,6.16,MMV,278.11,3.9,1,3,55.13,3
MMV000911,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1F,,MMV,278.06,4.43,2,1,41.13,2
MMV007430,O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1,6.03,MMV,426.02,2.76,1,4,79.62,5
MMV007977,O=c1nc(C=Cc2ccc(Cl)cc2)oc2ccccc12,6.0,MMV,283.04,4.01,0,3,43.1,2
MMV020654,CCC(O)c1ccc(Br)cc1NC(=O)c1cccc(Cl)c1,6.19,MMV,367.0,4.8,2,2,49.33,4
MMV665883,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(NC(=O)c2ccco2)c1,6.13,MMV,422.14,5.33,3,4,100.02,5
MMV084940,COc1cc2c(cc1OC)C1=NNC(=O)C1=NC(C)(C)C2,5.98,MMV,287.13,1.31,1,5,72.28,2
MMV396715,CC1(c2ccccc2)Nc2ccccc2-c2nc3ccccc3n21,5.76,MMV,311.14,4.85,1,3,29.85,1
MMV000963,COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,6.23,MMV,356.16,4.99,2,5,59.07,6
MMV006319,Cc1cc(Nc2cccc(F)c2)nc(NCc2ccccc2)n1,6.18,MMV,308.14,4.28,2,4,49.84,5
MMV000972,O=C1CC(O)(C(F)(F)C(F)(F)F)Oc2ccccc21,,MMV,282.03,2.54,1,3,46.53,1
MMV020490,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(-c2cccnc2)nc2ccc(Cl)cc12,6.0,MMV,456.17,5.34,1,4,58.12,5
MMV001318,O=C(Nc1ccc(Br)cc1)Nc1cccc(Cl)c1,,MMV,323.97,4.75,2,1,41.13,2
MMV007978,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC,,MMV,319.12,3.52,1,4,47.56,8
MMV020660,COc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OC,,MMV,359.07,3.66,1,6,86.48,5
MMV665904,COCCn1c(C)nc2ccccc2c1=O,,MMV,218.11,1.35,0,4,44.12,3
MMV396632,CCOc1c(Cl)cc(CNCC(O)c2ccccc2)cc1OC,5.98,MMV,335.13,3.57,2,4,50.72,8
MMV007875,COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,5.7,MMV,298.09,4.95,1,3,34.15,3
MMV006820,CCCCc1c(C)nc2c(OC)cccc2c1O,5.4,MMV,245.14,3.6,1,3,42.35,4
MMV396749,COc1ccc2c(c1)C1(Nc3ccccc3-c3nc4ccccc4n31)C(=O)N2,6.03,MMV,368.13,3.79,2,5,68.18,1
MMV011576,CCOC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3C2c2c[nH]c3ccccc23)CC1,5.93,MMV,445.2,3.51,1,4,82.71,5
MMV020651,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2cc(Cl)ccc2Cl)o1,5.71,MMV,430.09,5.34,1,4,54.71,5
MMV000483,CCOc1cc2c(cc1OCC)C(c1cc(C)c(O)c(C)c1)NCC2,6.17,MMV,341.2,4.04,2,4,50.72,5
MMV019266,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C,6.21,MMV,312.05,4.34,1,5,54.46,2
MMV001049,CC(C)c1ccc(CNCC(O)c2ccccc2)cc1,5.9,MMV,269.18,3.63,2,2,32.26,6
MMV665806,Cc1c(C)n(CC(O)CNC2CCCCC2C)c2ccccc12,6.11,MMV,314.24,3.79,2,3,37.19,5
MMV667487,CN(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,,MMV,260.17,0.94,2,6,83.24,2
MMV000356,Oc1ccc(Br)cc1CN1CCN(Cc2cccc(F)c2)CC1,5.99,MMV,378.07,3.61,1,3,26.71,4
MMV396705,COc1cccc(Cn2c(Oc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)c1,5.86,MMV,392.15,2.28,0,8,80.28,5
MMV006704,CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12,5.4,MMV,291.17,3.88,1,3,28.16,5
MMV000760,Oc1c(CN2CCN(c3ccccc3F)CC2)cc(Br)c2cccnc12,,MMV,415.07,4.16,1,4,39.6,3
MMV007881,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2ccco2)cc1,,MMV,378.16,4.12,1,4,79.62,10
MMV008212,COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1,6.01,MMV,280.12,4.0,2,4,54.38,3
MMV007363,Clc1ccc2c(N3CCCC3)ccnc2c1,6.03,MMV,232.08,3.49,0,2,16.13,1
MMV007791,CCOc1ccccc1NC(=O)CN1CCN(C(=O)c2ccco2)CC1,,MMV,357.17,2.07,1,5,75.02,6
MMV665843,Oc1c2c(nc3ccccc13)CCCC2,,MMV,199.1,2.82,1,2,33.12,0
MMV396595,CCOc1ccccc1CN1CCc2nc3cc(C(C)(C)C)nn3c(O)c2C1,6.0,MMV,380.22,3.69,1,6,62.89,4
MMV396669,Cc1cc(N2CCCC2)nc(Nc2ccc(NC(=O)CCc3ccccc3)cc2)n1,5.97,MMV,401.22,4.7,2,5,70.15,7
MMV396704,CN1CCN(c2ncnc3c2[nH]c2ccc(Cl)cc23)CC1,5.92,MMV,301.11,2.52,1,4,48.05,1
MMV019762,COc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1,,MMV,343.13,4.49,2,3,67.01,4
MMV020505,CN(C)CCCNCc1ccc(-c2ccc(F)c(Cl)c2)o1,6.06,MMV,310.12,3.78,1,3,28.41,7
MMV020942,CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,,MMV,307.1,2.49,1,6,73.34,6
MMV000839,OC(CNCc1ccccc1)Cn1c2ccccc2c2ccccc21,5.97,MMV,330.17,3.95,2,3,37.19,6
MMV666599,O=c1nc(C=Cc2ccc(Br)cc2)oc2ccccc12,,MMV,326.99,4.12,0,3,43.1,2
MMV000481,CCOc1cc2c(cc1OCC)C(c1cc(Cl)c(O)c(OCC)c1)NCC2,5.88,MMV,391.16,4.48,2,5,59.95,7
MMV665897,COc1ccc2nc(N)nc(C)c2c1,,MMV,189.09,1.53,1,4,61.03,1
MMV665908,COc1ccc(N2CCN(C(CNC(=O)CC(C)(C)C)c3ccc4c(c3)OCO4)CC2)cc1,,MMV,453.26,3.84,1,6,63.27,7
MMV665924,COc1ccc(C(=O)C2CC2c2ccc(Cl)cc2)cc1,5.97,MMV,286.08,4.34,0,2,26.3,4
MMV665944,COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1,5.97,MMV,312.18,2.72,1,4,35.94,5
MMV666054,COc1ccc(C(=O)NC(c2ccc(Cl)cc2Cl)c2cc(Cl)c3cccnc3c2O)cc1,6.29,MMV,486.03,6.43,2,4,71.45,5
MMV008474,CCN1CCN(c2c(C(=O)c3ccccc3)cnc3cc(OC)c(OC)cc23)CC1,,MMV,405.21,3.62,0,6,54.9,6
MMV000445,CCCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21,5.95,MMV,381.24,4.25,2,5,63.17,10
MMV006882,CCOC(=O)c1cnc2ccc(Cl)cc2c1NCCCN(C)C,5.92,MMV,335.14,3.43,1,5,54.46,7
MMV007127,OC1=C2C(=Nc3ccccc3SC2c2ccc(Br)cc2)c2ccccc21,6.25,MMV,419.0,6.7,1,3,32.59,1
MMV666123,CC(C)(C)c1ccc(C(=O)Nc2c3c(nn2-c2cccc(Cl)c2)CSC3)cc1,,MMV,411.12,5.82,1,4,46.92,3
MMV006389,O=C1c2ccccc2C2=Nc3ccccc3SC(c3cccc(F)c3)C12,6.38,MMV,359.08,5.61,0,3,29.43,1
MMV665949,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,,MMV,280.01,4.29,2,2,40.46,2
MMV665934,O=C1c2ccccc2-c2nnc(-c3ccc(Br)cc3)cc21,5.97,MMV,335.99,4.12,0,3,42.85,1
MMV665994,Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl,6.08,MMV,267.02,4.11,1,2,33.12,2
MMV665980,OC1CCCCC1C1(NC(=S)Nc2ccccc2)CCCCC1,,MMV,332.19,4.23,3,2,44.29,3
MMV007577,Cc1ccccc1OCCSc1nc2ccc(NC(=O)c3ccccc3)cc2s1,5.95,MMV,420.1,6.03,1,5,51.22,7
MMV019995,O=C(NCCCN1CCC(N2CCCCC2)CC1)C1=Cc2cc(Br)ccc2OC1,6.25,MMV,461.17,3.68,1,4,44.81,6
MMV007208,COc1ccc(OC)c(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(Cl)c(Cl)c3)C3=C2C(=O)CC(C)(C)C3)c1,6.04,MMV,553.18,7.9,0,5,55.84,4
MMV000442,CC(C)(C)c1ccc2c(c1)CN(Cc1ccc(Cl)cc1)CO2,6.44,MMV,315.14,4.99,0,2,12.47,2
MMV666124,CC(=O)c1ccc(NC(=O)CSc2nc(-c3ccccc3Cl)ns2)cc1,,MMV,403.02,4.79,1,6,71.95,6
MMV000444,CCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21,,MMV,367.23,3.86,2,5,63.17,9
MMV666109,CCOC(=O)C1(Cc2ccccc2)CCN(Cc2cccc(OC)c2O)CC1,,MMV,383.21,3.79,1,5,59.0,7
MMV665936,Cc1ccc(S(=O)(=O)c2c(COC(=O)c3cccc(C)c3)c(-c3ccccc3)nn2C)cc1,,MMV,460.15,4.89,0,6,78.26,6
MMV666020,Cc1ccc(OCCCCCCNCCO)c(C)c1,,MMV,265.2,2.82,2,3,41.49,10
MMV665971,CCOC(=O)C1=C(C)N=c2sc(=Cc3cc(Cl)ccc3O)c(=O)n2C1c1ccc(OC)cc1,6.31,MMV,484.09,3.17,1,8,90.12,5
MMV001241,COc1ccc(C)c2sc(N(Cc3cccnc3)C(=O)c3ccc(C#N)cc3)nc12,,MMV,414.12,4.73,0,6,79.11,5
MMV000720,Cc1ccnc(NC(c2cccc(OCc3ccccc3)c2)c2ccc3cccnc3c2O)c1,5.99,MMV,447.19,6.42,2,5,67.27,7
MMV000619,CCCCC(O)(c1ccc(Cl)cc1)C(CN1CCOCC1)c1ccc(Cl)cc1,5.86,MMV,421.16,5.49,1,3,32.7,8
MMV006753,Cc1cc(=O)oc2c1ccc1oc(C(=O)c3ccccc3)c(C)c12,,MMV,318.09,4.39,0,4,60.42,2
MMV006787,CC(C)CCNCC(O)Cn1c2ccccc2c2ccccc21,6.33,MMV,310.2,3.79,2,3,37.19,7
MMV665794,FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc2cccc(C(F)(F)F)c2)c1,6.5,MMV,448.11,7.15,2,4,49.84,4
MMV000917,COc1ccc2c(c1OC)C(=O)N1c3ccccc3N=C(c3ccc(C)cc3)CC21,5.91,MMV,398.16,5.24,0,4,51.13,3
MMV666125,CC1=C(CC(=O)c2cccc([N+](=O)[O-])c2)C(=O)c2ccccc2C1=O,6.42,MMV,335.08,3.56,0,5,94.35,4
MMV665987,CCCCCCc1cc(O)c2c3c(c(=O)oc2c1)CCC(C)C3,6.27,MMV,314.19,4.75,1,3,50.44,5
MMV007574,O=C(Nc1ccc(C23CC4CC(CC(c5ccccc5)(C4)C2)C3)cc1)c1cccs1,6.08,MMV,413.18,6.79,1,2,29.1,4
MMV000326,Cc1ccc2nc(C)cc(Nc3cccc(C(F)(F)F)c3)c2c1,5.93,MMV,316.12,5.61,1,2,24.92,2
MMV000604,COc1ccc(-c2cc(=O)oc3c4c(ccc23)OCN(Cc2ccc(F)cc2)C4)cc1,6.13,MMV,417.14,4.96,0,5,51.91,4
MMV007557,COc1ccc(CCNC(=O)c2cc(S(=O)(=O)N3CC(C)CC(C)C3)ccc2Sc2ccc(F)cc2)cc1OC,6.2,MMV,586.2,5.63,1,6,84.94,10
MMV000699,Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N4CCN(C(c5ccccc5)c5ccccc5)CC4)cc3N2)cc1,6.34,MMV,559.26,6.4,1,5,53.4,5
MMV009127,CC1CCN(Cc2c(O)ccc3cc(-c4nc5ccccc5s4)c(=O)oc23)CC1,5.95,MMV,406.14,5.01,1,6,66.57,3
MMV665786,O=c1cc(NC2CCN(CCCc3ccccc3)CC2)c2cc(Cl)ccc2o1,6.07,MMV,396.16,4.96,1,4,45.48,6
MMV006250,CCOC(=O)c1cnc2c(C)cccc2c1Nc1ccc(C(C)=O)cc1,6.5,MMV,348.15,4.67,1,5,68.29,5
MMV666079,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1,5.88,MMV,287.14,4.44,1,3,51.8,0
MMV665969,COc1cccc(C(=O)NC(c2ccc(C)cc2)c2cc(Cl)c3cccnc3c2O)c1,6.41,MMV,432.12,5.43,2,4,71.45,5
MMV000304,CCOc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.97,MMV,314.14,5.53,1,3,34.15,4
MMV000443,CCOc1ccc2c(c1)CN(Cc1ccc(Cl)cc1)CO2,6.36,MMV,303.1,4.09,0,3,21.7,4
MMV666604,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccccc3O)c(=O)n2C1c1ccc(OC)c2ccccc12,5.82,MMV,500.14,3.67,1,8,90.12,5
MMV008455,COc1ccc(C2C(C(=O)Nc3cccc(OC)c3)c3ccccc3C(=O)N2C2CCCCC2)cc1,5.93,MMV,484.24,5.96,1,4,67.87,6
MMV007199,COc1ccccc1N1C(=N)SC(=Cc2ccc(OCc3ccccc3F)cc2)C1=O,6.32,MMV,434.11,5.47,1,5,62.62,6
MMV085471,CCOc1ccc(-n2cc(-c3ccccc3)c3c(SCc4cc(C)ccc4C)ncnc32)cc1,5.77,MMV,465.19,7.4,0,5,39.94,7
MMV665797,CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,6.23,MMV,364.18,5.25,1,5,60.45,7
MMV006513,c1ccc2c(NCCc3c[nH]c4ccccc34)c3ccccc3nc2c1,6.52,MMV,337.16,5.52,2,2,40.71,4
MMV666095,CCCc1c(C)nc2ccc(Br)cc2c1O,5.92,MMV,279.03,3.96,1,2,33.12,2
MMV665943,Nc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1,5.85,MMV,430.19,5.53,4,4,109.4,4
MMV019555,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,6.42,MMV,478.31,7.63,2,4,49.84,9
MMV019741,Cc1ccc(C)c(Cn2c(N3CCC(C(=O)NCc4cccs4)CC3)nc3ccccc32)c1,5.88,MMV,458.21,5.3,1,5,50.16,6
MMV019690,COc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1CN1CCN(c2ccc(F)cc2)CC1,6.03,MMV,470.25,4.87,2,4,43.53,5
MMV000621,CCCCCCC(O)(c1ccc(F)cc1)C(CN1CCOCC1)c1ccccc1,,MMV,399.26,5.1,1,3,32.7,10
MMV008173,COc1cc(OC)cc(N2C(=O)N(Cc3ccc(C(C)(C)C)cc3)c3ccccc3S2(=O)=O)c1,5.84,MMV,480.17,5.34,0,5,76.15,5
MMV019241,O=C(Nc1ccc(-c2nc3cc4ccccc4cc3[nH]2)cc1)c1cccc(Br)c1,6.35,MMV,441.05,6.4,2,2,57.78,3
MMV665783,CCN(CC)CCCNc1ccnc2cc3ccccc3cc12,,MMV,307.2,4.53,1,3,28.16,7
MMV000787,CCCOCc1cc(CN2CCN(c3cccc(Cl)c3)CC2)c(O)c2ncccc12,6.39,MMV,425.19,4.84,1,5,48.83,7
MMV666106,O=C(NC1CCCCC1)C(c1cccs1)N(CCc1ccccc1)C(=O)c1ccco1,5.97,MMV,436.18,5.22,1,4,62.55,8
MMV666022,COc1ccc(C(=O)NC(c2ccccc2Cl)c2cc(Cl)c3cccnc3c2O)cc1,6.08,MMV,452.07,5.78,2,4,71.45,5
MMV498479,CCOC(=O)c1cnc2c(CC)cccc2c1O,,MMV,245.11,2.68,1,4,59.42,3
MMV007396,Cc1ccccc1OCCSc1nc2ccc(NC(=O)c3cccs3)cc2s1,6.16,MMV,426.05,6.09,1,6,51.22,7
MMV000617,COc1ccc(C(O)(CCC(C)C)C(CN2CCOCC2)c2ccc(Cl)cc2)cc1,,MMV,431.22,5.09,1,4,41.93,9
MMV006764,CCOc1c(Br)cc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1OC,6.29,MMV,439.06,3.0,0,7,74.3,6
MMV007275,Cc1ccc(F)cc1NC(=O)c1cc(Cl)ccc1Nc1ccccc1,6.27,MMV,354.09,5.78,2,2,41.13,4
MMV007273,COc1cc(-c2nc(-c3ccc(Sc4ccccc4)cc3)c(-c3ccccc3)[nH]2)cc(OC)c1O,6.46,MMV,480.15,7.28,2,5,67.37,7
MMV666026,COc1ccc(-c2cc3c(nn2)-c2ccccc2C3=O)cc1,,MMV,288.09,3.36,0,4,52.08,2
MMV665923,N=c1c2ccccc2nnn1-c1cccc(C(F)(F)F)c1,,MMV,290.08,2.92,1,4,54.56,1
MMV666025,OC(Cn1nnc2ccccc21)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,5.9,MMV,497.97,5.13,1,5,55.87,4
MMV666060,COc1ccc(CN2CCCC(C(=O)c3ccc(C(F)(F)F)cc3)C2)c(O)c1,,MMV,393.16,4.51,1,4,49.77,5
MMV666597,CCCCCCc1cc2cc(-c3nc4ccccc4[nH]3)c(=Nc3ccccc3C)oc2cc1O,6.26,MMV,451.23,7.35,2,4,74.41,7
MMV007224,Brc1ccc(Nc2nc3ccccc3nc2Nc2ccc(Br)cc2)cc1,5.97,MMV,467.96,6.64,2,4,49.84,4
MMV020912,Cc1ccc(-c2nc3ccccc3o2)cc1NCc1cc(Cc2ccccc2)ccc1O,,MMV,420.18,6.71,2,4,58.29,6
MMV007181,Cc1cc(Nc2ccc(OCc3ccccc3)cc2)nc2cc(O)ccc12,6.16,MMV,356.15,5.57,2,4,54.38,5
MMV007113,c1ccc(C2=Nc3ccccc3N=C(c3ccccc3)c3ccccc32)cc1,6.18,MMV,358.15,6.34,0,2,24.72,2
MMV007228,Cc1cccc(N2C(=O)C3C(C2=O)C2(c4ccccc4)C(=O)C3(c3ccccc3)C(c3ccc4c(c3)OCO4)=C2c2ccc3c(c2)OCO3)c1,6.52,MMV,659.19,6.64,0,7,91.37,5
MMV665972,O=C(Cc1ccccc1)NC(c1ccc(Cl)cc1)c1c(O)ccc2ccccc12,5.94,MMV,401.12,5.65,2,2,49.33,5
MMV073843,CN(C)c1ccc(N=Cc2ccc(N3CCOCC3)cc2)cc1,,MMV,309.18,3.34,0,4,28.07,4
MMV006303,CCN(CC)CCNc1ccnc2cc3ccccc3cc12,6.41,MMV,293.19,4.14,1,3,28.16,6
MMV667490,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCn4ccnc4)c(=N)c32)cc1OC,5.75,MMV,493.21,5.11,1,8,87.18,7
MMV667492,CN(N=O)C1=C(NC2CCCCC2)C(=O)c2ccccc2C1=O,5.92,MMV,313.14,2.81,1,5,78.84,4
MMV019881,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1,6.19,MMV,726.43,5.87,3,6,97.02,12
MMV000478,CCOc1cc2c(cc1OCC)C(c1cc(Cl)ccc1O)NCC2,6.13,MMV,347.13,4.08,2,4,50.72,5
MMV020403,COc1ccc(-c2cn3c(C(=O)Nc4ccccc4Cl)c(-c4ccccc4)c4c3n2CCCC4)cc1,,MMV,495.17,7.33,1,4,47.67,5
MMV007764,CCCCc1c(CCC)c(=N)c2ccccc2n1C,6.15,MMV,256.19,3.95,1,2,28.78,5
MMV665830,CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2,6.0,MMV,292.29,4.08,1,2,15.27,6
MMV665886,CC(Oc1ccc(NC(=O)c2cccs2)cc1)C(=O)c1ccc(Cl)cc1,5.99,MMV,385.05,5.3,1,4,55.4,6
MMV396664,CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(OC(=O)c3cc(OC)c(OC)c(OC)c3)cc12,6.21,MMV,489.18,5.36,0,8,85.22,8
MMV001239,COc1ccc2sc(N(Cc3cccnc3)C(=O)c3ccc(C#N)cc3)nc2c1,,MMV,400.1,4.42,0,6,79.11,5
MMV667491,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCN(C)C)c(=N)c32)cc1,5.91,MMV,440.22,4.76,1,6,63.37,6
MMV006169,c1ccc(CNc2nc(Nc3ccccc3)nc3ccccc23)cc1,6.11,MMV,326.15,4.99,2,4,49.84,5
MMV086103,Cc1ccc(C(=O)c2oc3ccc4c(C)cc(=O)oc4c3c2C)cc1,6.04,MMV,332.1,4.7,0,4,60.42,2
MMV084434,COc1ccc(C=C2SC(Nc3ccc(F)cc3)=NC2=O)c(OC)c1,6.23,MMV,358.08,3.93,1,5,59.92,4
MMV666692,CCCCCCc1cc2cc(-c3csc(C=Cc4ccccc4)n3)c(=O)oc2cc1O,6.41,MMV,431.16,6.92,1,5,63.33,8
MMV665836,COc1ccc(C=C2SC(Nc3ccccc3)=NC2=O)cc1,6.26,MMV,310.08,3.78,1,4,50.69,3
MMV665881,COc1ccc(CNC(=O)c2cc3c(=O)n4ccccc4nc3n(CCc3ccccc3)c2=N)cc1,5.97,MMV,479.2,3.31,2,7,101.48,7
MMV665875,Cn1c(=O)n(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc21,6.26,MMV,395.15,3.28,2,6,63.88,6
MMV007020,CCOc1ccc2nc(C)cc(Nc3ccc(N(C)C)cc3)c2c1,5.4,MMV,321.18,4.75,1,4,37.39,5
MMV006656,CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cc(Br)c(OCC)c(OC)c1,6.29,MMV,467.09,3.78,0,7,74.3,8
MMV396726,N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCN(C(c2ccccc2)c2ccccc2)CC1,5.94,MMV,484.23,6.2,0,5,56.3,6
MMV006522,CCOc1ccc2nc(C)cc(Nc3ccc(Br)cc3)c2c1,6.32,MMV,356.05,5.45,1,3,34.15,4
MMV666686,COc1ccccc1C(=O)ON=C(N)Cc1cccc2ccccc12,6.09,MMV,334.13,3.52,1,4,73.91,5
MMV007474,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,5.9,MMV,608.29,6.86,1,8,72.86,3
MMV006962,O=C(Nc1ccc(-c2nc3cc(NC(=O)c4ccc(Cl)cc4)ccc3[nH]2)cc1)c1ccc(Cl)cc1,,MMV,500.08,7.04,3,3,86.88,5
MMV665813,CCOC(=O)c1cnc2ccc(OC)cc2c1NCc1ccccc1,,MMV,336.15,4.03,1,5,60.45,6
MMV080034,Nc1nc(Nc2cccc(F)c2)nc2ccccc12,6.0,MMV,254.1,3.09,2,4,63.83,2
MMV019199,COc1cccc(Nc2nc(N)c3ccccc3n2)c1,5.4,MMV,266.12,2.96,2,5,73.06,3
MMV396652,Cc1sc(NC(=O)c2ccccc2)c(C(c2cccs2)N2CCN(c3ccccc3)CC2)c1C,5.93,MMV,487.18,6.59,1,5,35.58,6
MMV000704,CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(N2CCN(C)CC2)cc1,5.96,MMV,420.22,3.92,1,7,66.93,6
MMV396635,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc2nc(-c3ccc(Cl)s3)cc(C(F)(F)F)n2n1,6.02,MMV,519.11,5.52,1,6,62.53,5
MMV000986,CN1CCN(c2nc(Nc3ccc(O)cc3)nc3ccccc23)CC1,5.84,MMV,335.17,2.83,2,6,64.52,3
MMV008160,CN1C=C(c2ccc3ccccc3n2)C(c2c[nH]c3ccccc23)c2ccccc21,6.26,MMV,387.17,6.34,1,2,31.92,2
MMV000753,Oc1ccc(-c2nc(-c3ccc4oc5ccc(-c6[nH]c(-c7ccc(O)cc7)nc6-c6ccccc6)cc5c4c3)c(-c3ccccc3)[nH]2)cc1,6.49,MMV,636.22,10.45,4,5,110.96,6
MMV011436,CC(C)(C)c1ccc(C2CC3=Nc4ccccc4N(C(=O)c4ccccc4Cl)C(c4ccc(F)cc4)C3=C(O)C2)cc1,6.02,MMV,578.21,9.64,1,3,52.9,3
MMV665882,OC(CNC1CCCCC1)Cn1c2ccc(I)cc2c2cc(I)ccc21,6.33,MMV,574.0,5.29,2,3,37.19,5
MMV665809,Oc1ccc(Br)cc1CN1CCN(Cc2ccc(Cl)cc2)CC1,,MMV,394.04,4.13,1,3,26.71,4
MMV665810,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,6.0,MMV,348.17,2.03,4,5,89.91,4
MMV665927,O=C(CCl)NCCOc1ccc(Cl)cc1Cl,6.26,MMV,280.98,2.73,1,2,38.33,5
MMV667486,CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,,MMV,261.16,1.27,2,6,89.23,3
MMV667488,COc1ccc(CCn2c(=N)c(C(=O)NCc3cccnc3)cc3c(=O)n4cccc(C)c4nc32)cc1,6.43,MMV,494.21,3.01,2,8,114.37,7
MMV006825,COc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)cc1,6.33,MMV,320.16,4.15,2,5,59.07,6
MMV009085,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CCCCO)C(=O)N(CCCCO)C3=O,6.1,MMV,410.15,1.58,2,6,115.22,8
MMV007591,COc1ccc(C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C)cc1,,MMV,496.33,5.56,2,6,76.66,13
MMV128432,COc1cc(CNCCc2ccc(Cl)cc2)cc(OC)c1O,5.75,MMV,321.11,3.4,2,4,50.72,7
